,support,itemsets
128,0.5527891955372871,"frozenset({'located in the administrative territorial entity', 'official website', 'country', 'GRID ID'})"
129,0.5448032883147387,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID'})"
130,0.5491485613623018,"frozenset({'instance of', 'inception', 'official website', 'GRID ID'})"
131,0.5267175572519084,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID'})"
132,0.5529066353493834,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID'})"
133,0.5665296535525544,"frozenset({'instance of', 'inception', 'ROR ID', 'country'})"
134,0.5435114503816794,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID', 'country'})"
135,0.5476218438050499,"frozenset({'inception', 'ROR ID', 'official website', 'country'})"
136,0.5841456253669994,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID', 'country'})"
137,0.5762771579565472,"frozenset({'instance of', 'ROR ID', 'official website', 'country'})"
138,0.5514973576042278,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'official website', 'country'})"
139,0.5436288901937757,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'ROR ID'})"
140,0.5479741632413389,"frozenset({'instance of', 'inception', 'ROR ID', 'official website'})"
141,0.5256605989430417,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID', 'official website'})"
142,0.5516147974163241,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID', 'official website'})"
143,0.5798003523194363,"frozenset({'instance of', 'inception', 'coordinate location', 'country'})"
144,0.5250733998825602,"frozenset({'located in the administrative territorial entity', 'inception', 'coordinate location', 'country'})"
145,0.5409277745155607,"frozenset({'inception', 'coordinate location', 'official website', 'country'})"
146,0.5598355842630652,"frozenset({'instance of', 'coordinate location', 'located in the administrative territorial entity', 'country'})"
147,0.5674691720493247,"frozenset({'instance of', 'coordinate location', 'official website', 'country'})"
148,0.5161479741632413,"frozenset({'located in the administrative territorial entity', 'coordinate location', 'official website', 'country'})"
149,0.5253082795067527,"frozenset({'instance of', 'inception', 'coordinate location', 'located in the administrative territorial entity'})"
150,0.5412800939518497,"frozenset({'instance of', 'inception', 'coordinate location', 'official website'})"
151,0.5162654139753377,"frozenset({'instance of', 'coordinate location', 'official website', 'located in the administrative territorial entity'})"
152,0.7247210804462713,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'country'})"
153,0.7290663534938344,"frozenset({'instance of', 'inception', 'official website', 'country'})"
154,0.6567234292425133,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'country'})"
155,0.7001761597181444,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'country'})"
156,0.6578978273634762,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website'})"
157,0.5574867880211392,"frozenset({'instance of', 'inception', 'Freebase ID', 'located in the administrative territorial entity', 'country'})"
158,0.5586611861421021,"frozenset({'instance of', 'inception', 'Freebase ID', 'official website', 'country'})"
159,0.5152084556664709,"frozenset({'located in the administrative territorial entity', 'inception', 'Freebase ID', 'official website', 'country'})"
160,0.5289489136817381,"frozenset({'instance of', 'located in the administrative territorial entity', 'Freebase ID', 'official website', 'country'})"
161,0.5159130945390488,"frozenset({'instance of', 'inception', 'Freebase ID', 'located in the administrative territorial entity', 'official website'})"
162,0.5665296535525544,"frozenset({'instance of', 'inception', 'GRID ID', 'ROR ID', 'country'})"
163,0.5435114503816794,"frozenset({'located in the administrative territorial entity', 'inception', 'GRID ID', 'ROR ID', 'country'})"
164,0.5476218438050499,"frozenset({'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
165,0.5840281855549031,"frozenset({'instance of', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID', 'country'})"
166,0.5762771579565472,"frozenset({'instance of', 'official website', 'GRID ID', 'ROR ID', 'country'})"
167,0.5514973576042278,"frozenset({'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
168,0.5436288901937757,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID'})"
169,0.5479741632413389,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'ROR ID'})"
170,0.5256605989430417,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'ROR ID'})"
171,0.5516147974163241,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID'})"
172,0.5446858485026423,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'country'})"
173,0.548796241926013,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'country'})"
174,0.526600117439812,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'country'})"
175,0.5527891955372871,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'country'})"
176,0.5267175572519084,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID'})"
177,0.5435114503816794,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'ROR ID', 'country'})"
178,0.5476218438050499,"frozenset({'instance of', 'inception', 'official website', 'ROR ID', 'country'})"
179,0.5255431591309454,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'ROR ID', 'country'})"
180,0.5514973576042278,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'ROR ID', 'country'})"
181,0.5256605989430417,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'ROR ID'})"
182,0.5250733998825602,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'country', 'coordinate location'})"
183,0.5409277745155607,"frozenset({'instance of', 'inception', 'official website', 'country', 'coordinate location'})"
184,0.5161479741632413,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'country', 'coordinate location'})"
185,0.6567234292425133,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'country'})"
186,0.5152084556664709,"frozenset({'instance of', 'inception', 'Freebase ID', 'located in the administrative territorial entity', 'official website', 'country'})"
187,0.5435114503816794,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID', 'country'})"
188,0.5476218438050499,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
189,0.5255431591309454,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
190,0.5514973576042278,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
191,0.5256605989430417,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID'})"
192,0.526600117439812,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'country'})"
193,0.5255431591309454,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'ROR ID', 'country'})"
194,0.5255431591309454,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
