,support,itemsets
75,0.5678214914856137,"frozenset({'inception', 'country', 'GRID ID'})"
76,0.5491485613623018,"frozenset({'inception', 'official website', 'GRID ID'})"
77,0.5448032883147387,"frozenset({'located in the administrative territorial entity', 'inception', 'GRID ID'})"
78,0.5678214914856137,"frozenset({'instance of', 'inception', 'country', 'GRID ID'})"
79,0.5491485613623018,"frozenset({'instance of', 'inception', 'official website', 'GRID ID'})"
80,0.548796241926013,"frozenset({'inception', 'official website', 'country', 'GRID ID'})"
81,0.548796241926013,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'country'})"
82,0.5448032883147387,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID'})"
83,0.5446858485026423,"frozenset({'located in the administrative territorial entity', 'inception', 'country', 'GRID ID'})"
84,0.5267175572519084,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID'})"
85,0.5446858485026423,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'country'})"
86,0.5267175572519084,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID'})"
87,0.526600117439812,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'country'})"
88,0.526600117439812,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'country'})"
89,0.585554903112155,"frozenset({'instance of', 'located in the administrative territorial entity', 'GRID ID'})"
90,0.5854374633000587,"frozenset({'located in the administrative territorial entity', 'country', 'GRID ID'})"
91,0.5854374633000587,"frozenset({'instance of', 'located in the administrative territorial entity', 'country', 'GRID ID'})"
92,0.610569583088667,"frozenset({'instance of', 'ROR ID'})"
93,0.6104521432765707,"frozenset({'ROR ID', 'GRID ID'})"
94,0.6102172636523782,"frozenset({'ROR ID', 'country'})"
95,0.5766294773928362,"frozenset({'ROR ID', 'official website'})"
96,0.5668819729888432,"frozenset({'inception', 'ROR ID'})"
97,0.5842630651790958,"frozenset({'located in the administrative territorial entity', 'ROR ID'})"
98,0.6104521432765707,"frozenset({'instance of', 'ROR ID', 'GRID ID'})"
99,0.6102172636523782,"frozenset({'instance of', 'ROR ID', 'country'})"
100,0.6100998238402818,"frozenset({'ROR ID', 'country', 'GRID ID'})"
101,0.6100998238402818,"frozenset({'instance of', 'ROR ID', 'country', 'GRID ID'})"
102,0.5766294773928362,"frozenset({'ROR ID', 'official website', 'GRID ID'})"
103,0.5766294773928362,"frozenset({'instance of', 'ROR ID', 'official website'})"
104,0.5762771579565472,"frozenset({'ROR ID', 'official website', 'country'})"
105,0.5516147974163241,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'official website'})"
106,0.5766294773928362,"frozenset({'instance of', 'ROR ID', 'official website', 'GRID ID'})"
107,0.5762771579565472,"frozenset({'instance of', 'ROR ID', 'official website', 'country'})"
108,0.5762771579565472,"frozenset({'ROR ID', 'official website', 'country', 'GRID ID'})"
109,0.5762771579565472,"frozenset({'instance of', 'official website', 'GRID ID', 'ROR ID', 'country'})"
110,0.5516147974163241,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID', 'official website'})"
111,0.5516147974163241,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'official website', 'GRID ID'})"
112,0.5514973576042278,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'official website', 'country'})"
113,0.5516147974163241,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID'})"
114,0.5514973576042278,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'ROR ID', 'country'})"
115,0.5514973576042278,"frozenset({'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
116,0.5514973576042278,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
117,0.5668819729888432,"frozenset({'inception', 'ROR ID', 'GRID ID'})"
118,0.5668819729888432,"frozenset({'instance of', 'inception', 'ROR ID'})"
119,0.5665296535525544,"frozenset({'inception', 'ROR ID', 'country'})"
120,0.5479741632413389,"frozenset({'inception', 'ROR ID', 'official website'})"
121,0.5436288901937757,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID'})"
122,0.5668819729888432,"frozenset({'instance of', 'inception', 'ROR ID', 'GRID ID'})"
123,0.5665296535525544,"frozenset({'instance of', 'inception', 'ROR ID', 'country'})"
124,0.5665296535525544,"frozenset({'inception', 'ROR ID', 'country', 'GRID ID'})"
125,0.5665296535525544,"frozenset({'instance of', 'inception', 'GRID ID', 'ROR ID', 'country'})"
126,0.5479741632413389,"frozenset({'instance of', 'inception', 'ROR ID', 'official website'})"
127,0.5479741632413389,"frozenset({'inception', 'ROR ID', 'official website', 'GRID ID'})"
128,0.5476218438050499,"frozenset({'inception', 'ROR ID', 'official website', 'country'})"
129,0.5479741632413389,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'ROR ID'})"
130,0.5476218438050499,"frozenset({'instance of', 'inception', 'official website', 'ROR ID', 'country'})"
131,0.5476218438050499,"frozenset({'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
132,0.5476218438050499,"frozenset({'instance of', 'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
133,0.5436288901937757,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'ROR ID'})"
134,0.5436288901937757,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID', 'GRID ID'})"
135,0.5435114503816794,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID', 'country'})"
136,0.5256605989430417,"frozenset({'located in the administrative territorial entity', 'inception', 'ROR ID', 'official website'})"
137,0.5436288901937757,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID'})"
138,0.5435114503816794,"frozenset({'located in the administrative territorial entity', 'inception', 'GRID ID', 'ROR ID', 'country'})"
139,0.5435114503816794,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'ROR ID', 'country'})"
140,0.5435114503816794,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID', 'country'})"
141,0.5256605989430417,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'ROR ID'})"
142,0.5256605989430417,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'ROR ID'})"
143,0.5255431591309454,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'ROR ID', 'country'})"
144,0.5256605989430417,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID'})"
145,0.5255431591309454,"frozenset({'located in the administrative territorial entity', 'inception', 'official website', 'GRID ID', 'ROR ID', 'country'})"
146,0.5255431591309454,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'ROR ID', 'country'})"
147,0.5255431591309454,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'official website', 'GRID ID', 'ROR ID', 'country'})"
148,0.5842630651790958,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID'})"
149,0.5841456253669994,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'country'})"
150,0.5841456253669994,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'GRID ID'})"
151,0.5841456253669994,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID', 'country'})"
152,0.5841456253669994,"frozenset({'instance of', 'located in the administrative territorial entity', 'ROR ID', 'GRID ID'})"
153,0.5840281855549031,"frozenset({'located in the administrative territorial entity', 'ROR ID', 'country', 'GRID ID'})"
154,0.5840281855549031,"frozenset({'instance of', 'located in the administrative territorial entity', 'GRID ID', 'ROR ID', 'country'})"
155,0.5344685848502643,"frozenset({'instance of', 'ISNI'})"
156,0.5336465061655902,"frozenset({'country', 'ISNI'})"
157,0.5336465061655902,"frozenset({'instance of', 'country', 'ISNI'})"
158,0.5025249559600705,"frozenset({'instance of', 'Ringgold ID'})"
159,0.5024075161479742,"frozenset({'Ringgold ID', 'country'})"
160,0.5024075161479742,"frozenset({'instance of', 'Ringgold ID', 'country'})"
161,0.8021139166177335,"frozenset({'instance of', 'located in the administrative territorial entity'})"
162,0.799647680563711,"frozenset({'located in the administrative territorial entity', 'country'})"
163,0.7266001174398121,"frozenset({'located in the administrative territorial entity', 'inception'})"
164,0.799647680563711,"frozenset({'instance of', 'located in the administrative territorial entity', 'country'})"
165,0.7266001174398121,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity'})"
166,0.7247210804462713,"frozenset({'located in the administrative territorial entity', 'inception', 'country'})"
167,0.7247210804462713,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'country'})"
168,0.6425132119788608,"frozenset({'instance of', 'coordinate location'})"
169,0.641808573106283,"frozenset({'coordinate location', 'country'})"
170,0.5803875513799178,"frozenset({'inception', 'coordinate location'})"
171,0.5678214914856137,"frozenset({'coordinate location', 'official website'})"
172,0.5600704638872578,"frozenset({'located in the administrative territorial entity', 'coordinate location'})"
173,0.641808573106283,"frozenset({'instance of', 'coordinate location', 'country'})"
174,0.5803875513799178,"frozenset({'instance of', 'inception', 'coordinate location'})"
175,0.5798003523194363,"frozenset({'inception', 'coordinate location', 'country'})"
176,0.5798003523194363,"frozenset({'instance of', 'inception', 'coordinate location', 'country'})"
177,0.5678214914856137,"frozenset({'instance of', 'coordinate location', 'official website'})"
178,0.5674691720493247,"frozenset({'coordinate location', 'official website', 'country'})"
179,0.5412800939518497,"frozenset({'inception', 'coordinate location', 'official website'})"
180,0.5674691720493247,"frozenset({'instance of', 'coordinate location', 'official website', 'country'})"
181,0.5412800939518497,"frozenset({'instance of', 'inception', 'coordinate location', 'official website'})"
182,0.5409277745155607,"frozenset({'inception', 'coordinate location', 'official website', 'country'})"
183,0.5409277745155607,"frozenset({'instance of', 'inception', 'official website', 'country', 'coordinate location'})"
184,0.5600704638872578,"frozenset({'instance of', 'coordinate location', 'located in the administrative territorial entity'})"
185,0.5598355842630652,"frozenset({'located in the administrative territorial entity', 'coordinate location', 'country'})"
186,0.5253082795067527,"frozenset({'located in the administrative territorial entity', 'inception', 'coordinate location'})"
187,0.5162654139753377,"frozenset({'located in the administrative territorial entity', 'coordinate location', 'official website'})"
188,0.5598355842630652,"frozenset({'instance of', 'coordinate location', 'located in the administrative territorial entity', 'country'})"
189,0.5253082795067527,"frozenset({'instance of', 'inception', 'coordinate location', 'located in the administrative territorial entity'})"
190,0.5250733998825602,"frozenset({'located in the administrative territorial entity', 'inception', 'coordinate location', 'country'})"
191,0.5250733998825602,"frozenset({'instance of', 'inception', 'located in the administrative territorial entity', 'country', 'coordinate location'})"
192,0.5162654139753377,"frozenset({'instance of', 'coordinate location', 'official website', 'located in the administrative territorial entity'})"
193,0.5161479741632413,"frozenset({'located in the administrative territorial entity', 'coordinate location', 'official website', 'country'})"
194,0.5161479741632413,"frozenset({'instance of', 'located in the administrative territorial entity', 'official website', 'country', 'coordinate location'})"
